number,name,unigene,ligandid,ligandname,smiles,cas,nsc,hotligand,species,source,kinote,kival,reference,link,ligandname_lower
24271,5-HT2B,HTR2B,3076,"MDA, (R,S)",,,,3H-LSD,HUMAN,CLONED,,100.0,"Setola V, et al., 2003",http://molpharm.aspetjournals.org/cgi/content/full/63/6/1223,"mda, (r,s)"
24577,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,1.8,"Borsini F, et al., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8584042&dopt=Abstract,5-hydroxy tryptamine
24578,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,FR. CORTEX,,4.2,"Borsini F, et al., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8584042&dopt=Abstract,5-hydroxy tryptamine
24579,5-HT1B,HTR1B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,RAT,STRIATUM,,3.0,"Borsini F, et al., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8584042&dopt=Abstract,5-hydroxy tryptamine
24580,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,RAT,CEREBRAL CORTEX,,18.0,"Borsini F, et al., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8584042&dopt=Abstract,5-hydroxy tryptamine
25131,5-HT6,HTR6,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-LSD,HUMAN,CLONED,,2240.67,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,risperidone
25141,5-HT1A,HTR1A,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-8-OH-DPAT,HUMAN,CLONED,,427.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,risperidone
25142,5-HT3,HTR3A,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-ZACOPRIDE,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,risperidone
25150,5-HT2A,HTR2A,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-KETANSERIN,RAT,CLONED,,0.19,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,risperidone
25151,5-HT1E,HTR1E,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-5HT,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,risperidone
25153,5-HT1D,HTR1D,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-GR-125743,HUMAN,CLONED,,29.22,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,risperidone
25165,5-HT1B,HTR1B,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-GR-125743,HUMAN,CLONED,,53.61,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,risperidone
25167,5-HT2C,HTR2C,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-MESULERGINE,RAT,CLONED,,94.91,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,risperidone
25171,5-HT7,HTR7,1599,RISPERIDONE,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,106266-06-2,,3H-LSD,HUMAN,CLONED,,6.6,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,risperidone
25274,5-HT2C,HTR2C,1996,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,60854,,3H-MESULERGINE,RAT,CLONED,,68.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,ziprasidone
25279,5-HT1B,HTR1B,1996,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,60854,,3H-GR-125743,HUMAN,CLONED,,4.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,ziprasidone
25280,5-HT1E,HTR1E,1996,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,60854,,3H-5HT,HUMAN,CLONED,,1279.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,ziprasidone
25288,5-HT1D,HTR1D,1996,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,60854,,3H-GR-125743,HUMAN,CLONED,,9.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,ziprasidone
25289,5-HT2A,HTR2A,1996,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,60854,,3H-KETANSERIN,RAT,CLONED,,2.8,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,ziprasidone
25297,5-HT6,HTR6,1996,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,60854,,3H-LSD,HUMAN,CLONED,,61.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,ziprasidone
25302,5-HT7,HTR7,1996,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,60854,,3H-LSD,HUMAN,CLONED,,6.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,ziprasidone
25306,5-HT1A,HTR1A,1996,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,60854,,3H-8-OH-DPAT,HUMAN,CLONED,,76.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,ziprasidone
25313,5-HT3,HTR3A,1996,Ziprasidone,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,60854,,3H-ZACOPRIDE,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,ziprasidone
26108,5-HT1A,HTR1A,3154,"Pseudonorephedrine, (+) [cathine, (+)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (+) [cathine, (+)]"
26123,5-HT1B,HTR1B,3154,"Pseudonorephedrine, (+) [cathine, (+)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-GR-125743,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (+) [cathine, (+)]"
26127,5-HT7,HTR7,3154,"Pseudonorephedrine, (+) [cathine, (+)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-LSD,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (+) [cathine, (+)]"
26131,5-HT2C,HTR2C,3154,"Pseudonorephedrine, (+) [cathine, (+)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-MESULERGINE,RAT,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (+) [cathine, (+)]"
26137,5-HT3,HTR3A,3154,"Pseudonorephedrine, (+) [cathine, (+)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-ZACOPRIDE,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (+) [cathine, (+)]"
26139,5-HT6,HTR6,3154,"Pseudonorephedrine, (+) [cathine, (+)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-LSD,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (+) [cathine, (+)]"
26146,5-HT1D,HTR1D,3154,"Pseudonorephedrine, (+) [cathine, (+)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-GR-125743,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (+) [cathine, (+)]"
26153,5-HT2A,HTR2A,3154,"Pseudonorephedrine, (+) [cathine, (+)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-KETANSERIN,RAT,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (+) [cathine, (+)]"
26155,5-HT1E,HTR1E,3154,"Pseudonorephedrine, (+) [cathine, (+)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-5HT,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (+) [cathine, (+)]"
26165,5-HT1A,HTR1A,3153,"Pseudonorephedrine, (-) [cathine, (-)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (-) [cathine, (-)]"
26166,5-HT2C,HTR2C,3153,"Pseudonorephedrine, (-) [cathine, (-)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-MESULERGINE,RAT,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (-) [cathine, (-)]"
26169,5-HT3,HTR3A,3153,"Pseudonorephedrine, (-) [cathine, (-)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-ZACOPRIDE,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (-) [cathine, (-)]"
26170,5-HT1B,HTR1B,3153,"Pseudonorephedrine, (-) [cathine, (-)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-GR-125743,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (-) [cathine, (-)]"
26171,5-HT1E,HTR1E,3153,"Pseudonorephedrine, (-) [cathine, (-)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-5HT,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (-) [cathine, (-)]"
26174,5-HT1D,HTR1D,3153,"Pseudonorephedrine, (-) [cathine, (-)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-GR-125743,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (-) [cathine, (-)]"
26178,5-HT2A,HTR2A,3153,"Pseudonorephedrine, (-) [cathine, (-)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-KETANSERIN,RAT,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (-) [cathine, (-)]"
26208,5-HT6,HTR6,3153,"Pseudonorephedrine, (-) [cathine, (-)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-LSD,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (-) [cathine, (-)]"
26212,5-HT7,HTR7,3153,"Pseudonorephedrine, (-) [cathine, (-)]",CC(C(C1=CC=CC=C1)O)N,4786,,3H-LSD,HUMAN,CLONED,>,10000.0,PDSP Certified Data,http://pdsp.med.unc.edu/pdsp.php,"pseudonorephedrine, (-) [cathine, (-)]"
26927,5-HT6,HTR6,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-LSD,HUMAN,CLONED,,131.82567385564,"Hirst WD, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=14645659&dopt=Abstract,5-hydroxy tryptamine
26928,5-HT6,HTR6,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-LSD,RAT,CLONED,,79.432823472428,"Hirst WD, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=14645659&dopt=Abstract,5-hydroxy tryptamine
26929,5-HT6,HTR6,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-LSD,MOUSE,CLONED,,95.499258602144,"Hirst WD, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=14645659&dopt=Abstract,5-hydroxy tryptamine
26930,5-HT6,HTR6,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-LSD,MOUSE,CLONED,,23.442288153199,"Hirst WD, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=14645659&dopt=Abstract,5-methoxytryptamine
26931,5-HT6,HTR6,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-LSD,RAT,CLONED,,22.387211385683,"Hirst WD, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=14645659&dopt=Abstract,5-methoxytryptamine
26932,5-HT6,HTR6,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-LSD,HUMAN,CLONED,,69.183097091894,"Hirst WD, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=14645659&dopt=Abstract,5-methoxytryptamine
27135,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,HUMAN,CLONED,,1.2,"May JA, et al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12954071&dopt=Abstract,5-hydroxy tryptamine
27142,5-HT1A,HTR1A,720,"DOI,(-)",CC(CC1=CC(=C(C=C1OC)I)OC)N,82864-02-6,,3H-8-OH-DPAT,HUMAN,CLONED,,3843.0,"May JA, et al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12954071&dopt=Abstract,"doi,(-)"
27143,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-DOI,RAT,BRAIN,,0.3,"May JA, et al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12954071&dopt=Abstract,5-hydroxy tryptamine
27152,5-HT2A,HTR2A,720,"DOI,(-)",CC(CC1=CC(=C(C=C1OC)I)OC)N,82864-02-6,,125I-DOI,RAT,BRAIN,,0.1,"May JA, et al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12954071&dopt=Abstract,"doi,(-)"
27153,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-DOI,HUMAN,CLONED,,8.2,"May JA, et al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12954071&dopt=Abstract,5-hydroxy tryptamine
27161,5-HT2A,HTR2A,720,"DOI,(-)",CC(CC1=CC(=C(C=C1OC)I)OC)N,82864-02-6,,125I-DOI,HUMAN,CLONED,,0.65,"May JA, et al., 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12954071&dopt=Abstract,"doi,(-)"
27509,5-HT1B,HTR1B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-GR-125743,RAT,FR. CORTEX,,0.85113803820238,"Millan MJ, et al., 2002a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11888550&dopt=Abstract,5-hydroxy tryptamine
27510,5-HT1B,HTR1B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-GR-125743,GUINEA PIG,STRIATUM,,2.2908676527678,"Millan MJ, et al., 2002a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11888550&dopt=Abstract,5-hydroxy tryptamine
27757,5-HT2B,HTR2B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,Functional,HUMAN,CLONED,,1.0,"Setola V, et al., 2003",http://molpharm.aspetjournals.org/cgi/content/full/63/6/1223,5-hydroxy tryptamine
27763,5-HT2B,HTR2B,1185,"MDMA, R(-)",,,,Functional,HUMAN,CLONED,,900.0,"Setola V, et al., 2003",http://molpharm.aspetjournals.org/cgi/content/full/63/6/1223,"mdma, r(-)"
27764,5-HT2B,HTR2B,1186,"MDMA,S(+)",CC(CC1=CC2=C(C=C1O)OCO2)NC,64057-70-1,168383.0,Functional,HUMAN,CLONED,,6000.0,"Setola V, et al., 2003",http://molpharm.aspetjournals.org/cgi/content/full/63/6/1223,"mdma,s(+)"
27765,5-HT2B,HTR2B,3076,"MDA, (R,S)",,,,Functional,HUMAN,CLONED,,190.0,"Setola V, et al., 2003",http://molpharm.aspetjournals.org/cgi/content/full/63/6/1223,"mda, (r,s)"
27766,5-HT2B,HTR2B,1170,"MDA,R(-)",CC(CC1=CC2=C(C=C1)OCO2)N,3046161,,Functional,HUMAN,CLONED,,150.0,"Setola V, et al., 2003",http://molpharm.aspetjournals.org/cgi/content/full/63/6/1223,"mda,r(-)"
27767,5-HT2B,HTR2B,1171,"MDA,S(+)",CC(CC1=CC2=C(C=C1)OCO2)N,3050061,,Functional,HUMAN,CLONED,,100.0,"Setola V, et al., 2003",http://molpharm.aspetjournals.org/cgi/content/full/63/6/1223,"mda,s(+)"
27866,5-HT2A,HTR2A,3306,SpAMDA,,,,3H-KETANSERIN,HUMAN,CLONED,,4.0,"Peddi S, et.al., 2003a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=14660041&dopt=Abstract,spamda
27868,5-HT2A,HTR2A,281,AMDA,,,,3H-KETANSERIN,HUMAN,CLONED,,21.0,"Peddi S, et.al., 2003a",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=14660041&dopt=Abstract,amda
27869,5-HT6,HTR6,3308,"5-Methoxy-N,N-dimethyl-1-(benzenesulfonyl)tryptamine",,,,3H-LSD,HUMAN,CLONED,,2.3,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,"5-methoxy-n,n-dimethyl-1-(benzenesulfonyl)tryptamine"
27870,5-HT6,HTR6,3309,"5-Hydroxy-N,N-dimethyl-1-(benzenesulfonyl)tryptamine",,,,3H-LSD,HUMAN,CLONED,,28.0,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,"5-hydroxy-n,n-dimethyl-1-(benzenesulfonyl)tryptamine"
27871,5-HT6,HTR6,3310,"N,N-dimethyl-1-(benzenesulfonyl)tryptamine",,,,3H-LSD,HUMAN,CLONED,,4.1,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,"n,n-dimethyl-1-(benzenesulfonyl)tryptamine"
27872,5-HT6,HTR6,3311,5-Methoxy-N-methyl-1-(benzenesulfonyl)tryptamine,,,,3H-LSD,HUMAN,CLONED,,23.0,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,5-methoxy-n-methyl-1-(benzenesulfonyl)tryptamine
27873,5-HT6,HTR6,3312,"5-Methoxy-N,N-diethyl-1-(benzenesulfonyl)tryptamine",,,,3H-LSD,HUMAN,CLONED,,6.2,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,"5-methoxy-n,n-diethyl-1-(benzenesulfonyl)tryptamine"
27874,5-HT6,HTR6,3313,5-Methoxy-N-benzyl-N-methyl-1-(benzenesulfonyl)tryptamine,,,,3H-LSD,HUMAN,CLONED,,43.0,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,5-methoxy-n-benzyl-n-methyl-1-(benzenesulfonyl)tryptamine
27875,5-HT6,HTR6,3314,"5-Methoxy-N,N-dimethyl-1-(4-acetamidobenzenesulfonyl)tryptamine",,,,3H-LSD,HUMAN,CLONED,,34.0,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,"5-methoxy-n,n-dimethyl-1-(4-acetamidobenzenesulfonyl)tryptamine"
27876,5-HT6,HTR6,3315,"5-Methoxy-N,N-dimethyl-1-(4-aminobenzenesulfonyl)tryptamine",,,,3H-LSD,HUMAN,CLONED,,2.0,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,"5-methoxy-n,n-dimethyl-1-(4-aminobenzenesulfonyl)tryptamine"
27877,5-HT6,HTR6,3316,"5-Methoxy-N,N-diethyl-1-(4-acetamidobenzenesulfonyl)tryptamine",,,,3H-LSD,HUMAN,CLONED,,230.0,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,"5-methoxy-n,n-diethyl-1-(4-acetamidobenzenesulfonyl)tryptamine"
27878,5-HT6,HTR6,3317,"5-Methoxy-N,N-diethyl-1-(4-aminobenzenesulfonyl)tryptamine",,,,3H-LSD,HUMAN,CLONED,,0.6,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,"5-methoxy-n,n-diethyl-1-(4-aminobenzenesulfonyl)tryptamine"
27879,5-HT6,HTR6,3318,"N,N-Dimethyl-1-(4-acetamidobenzenesulfonyl)tryptamine",,,,3H-LSD,HUMAN,CLONED,,27.0,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,"n,n-dimethyl-1-(4-acetamidobenzenesulfonyl)tryptamine"
27880,5-HT6,HTR6,3319,"N,N-Dimethyl-1-(4-aminobenzenesulfonyl)tryptamine",,,,3H-LSD,HUMAN,CLONED,,0.8,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,"n,n-dimethyl-1-(4-aminobenzenesulfonyl)tryptamine"
27881,5-HT6,HTR6,3320,"N,N-Diethyl-1-(4-acetamidobenzenesulfonyl)tryptamine",,,,3H-LSD,HUMAN,CLONED,,90.0,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,"n,n-diethyl-1-(4-acetamidobenzenesulfonyl)tryptamine"
27882,5-HT6,HTR6,3321,"N,N-Diethyl-1-(4-aminobenzenesulfonyl)tryptamine",,,,3H-LSD,HUMAN,CLONED,,0.6,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,"n,n-diethyl-1-(4-aminobenzenesulfonyl)tryptamine"
27883,5-HT6,HTR6,3322,5-Methoxy-N-benzyl-N-methyl-1-(4-aminobenzenesulfonyl)tryptamine,,,,3H-LSD,HUMAN,CLONED,,3.0,"Pullagurla M, et.al.,2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=12951125&dopt=Abstract,5-methoxy-n-benzyl-n-methyl-1-(4-aminobenzenesulfonyl)tryptamine
27908,5-HT2A,HTR2A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-KETANSERIN,HUMAN,CLONED,,145.0,"Egan C, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10611640&dopt=Abstract,"dmt,5-oh"
27909,5-HT2A,HTR2A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-DOB,HUMAN,CLONED,,15.0,"Egan C, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10611640&dopt=Abstract,"dmt,5-oh"
27912,5-HT2A,HTR2A,694,"DMT,5-Me",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,3H-KETANSERIN,HUMAN,CLONED,,1325.0,"Egan C, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10611640&dopt=Abstract,"dmt,5-me"
27913,5-HT2A,HTR2A,694,"DMT,5-Me",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,3H-DOB,HUMAN,CLONED,,90.0,"Egan C, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10611640&dopt=Abstract,"dmt,5-me"
27916,5-HT2A,HTR2A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-KETANSERIN,HUMAN,CLONED,,724.0,"Egan C, et.al., 2000",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10611640&dopt=Abstract,5-methoxytryptamine
